# File: data/simulation/ref_MST-South-KS-1N_2022_06_28.dat
# Provinance: Konrad Bernlohr's CTA PROD-6 sim_telarray package (retrieved 2022-07-25)
# - URL: https://gitlab.cta-observatory.org/Konrad.Bernloehr/sim_telarray/-/blob/ad8c9560089a092db45cbc07b14cdbf3c9cf22eb/cfg/CTA/ref_MST-South-KS-1N_2022_06_28.dat
# Copyright notice: https://gitlab.cta-observatory.org/Konrad.Bernloehr/sim_telarray/-/blob/ad8c9560089a092db45cbc07b14cdbf3c9cf22eb/Copyright
# License: CC-BY-SA-4.0
#
# Updated measurements received from Markus in an e-mail on the 28th of March, 2022.
# Please see comments in the README file in
#
# https://gitlab.cta-observatory.org/cta-science/simulations/simulation-model/verification/data-from-instrument-teams/mst-structure/mirror-reflectivity/README.md
#
# Wavelength [nm], Reflectivity, Min, Max
201 0.263876 0 0
202 0.312242 0 0
203 0.361225 0 0
204 0.409291 0 0
205 0.457116 0 0
206 0.501166 0 0
207 0.542536 0 0
208 0.57995 0 0
209 0.616224 0 0
210 0.647339 0 0
211 0.675528 0 0
212 0.700822 0 0
213 0.72359 0 0
214 0.74347 0 0
215 0.760991 0 0
216 0.777126 0 0
217 0.79088 0 0
218 0.803123 0 0
219 0.81425 0 0
220 0.823965 0 0
221 0.832316 0 0
222 0.839747 0 0
223 0.846061 0 0
224 0.852591 0 0
225 0.857041 0 0
226 0.860801 0 0
227 0.863502 0 0
228 0.86559 0 0
229 0.866673 0 0
230 0.867437 0 0
231 0.867184 0 0
232 0.866534 0 0
233 0.865016 0 0
234 0.863274 0 0
235 0.860764 0 0
236 0.858561 0 0
237 0.855086 0 0
238 0.851569 0 0
239 0.847329 0 0
240 0.842715 0 0
241 0.837567 0 0
242 0.832809 0 0
243 0.826292 0 0
244 0.820496 0 0
245 0.814405 0 0
246 0.807452 0 0
247 0.800861 0 0
248 0.794305 0 0
249 0.787257 0 0
250 0.7803 0.6815 0.8187
251 0.7775 0.6777 0.8143
252 0.7748 0.6729 0.8121
253 0.7725 0.6696 0.8104
254 0.7704 0.6686 0.8078
255 0.7693 0.6667 0.8071
256 0.7674 0.6656 0.8042
257 0.7669 0.6632 0.8039
258 0.7664 0.6614 0.8066
259 0.7651 0.6594 0.8052
260 0.7645 0.6589 0.805
261 0.7649 0.6591 0.8054
262 0.7655 0.6601 0.8035
