# File: data/simulation/ref_MST-North-MLT_2022_06_28.dat
# Provinance: Konrad Bernlohr's CTA PROD-6 sim_telarray package (retrieved 2022-07-25)
# - URL: https://gitlab.cta-observatory.org/Konrad.Bernloehr/sim_telarray/-/blob/ad8c9560089a092db45cbc07b14cdbf3c9cf22eb/cfg/CTA/ref_MST-North-MLT_2022_06_28.dat
# Copyright notice: https://gitlab.cta-observatory.org/Konrad.Bernloehr/sim_telarray/-/blob/ad8c9560089a092db45cbc07b14cdbf3c9cf22eb/Copyright
# License: CC-BY-SA-4.0
#
# Updated measurements received from Markus in an e-mail on the 28th of March, 2022.
# Please see comments in the README file in
#
# https://gitlab.cta-observatory.org/cta-science/simulations/simulation-model/verification/data-from-instrument-teams/mst-structure/mirror-reflectivity/README.md
#
# Wavelength [nm], Reflectivity, Min, Max
348 0.9548 0.8999 0.9867
349 0.9556 0.9015 0.9868
350 0.9567 0.9041 0.9873
351 0.9575 0.9057 0.9886
352 0.9587 0.907 0.9893
353 0.9601 0.9085 0.9922
354 0.9616 0.9103 0.9941
355 0.9628 0.913 0.9963
356 0.9635 0.9158 0.9977
357 0.9647 0.9174 0.9987
358 0.9658 0.9189 1.0003
359 0.9662 0.9199 1.0002
360 0.9664 0.9214 0.999
361 0.966 0.923 0.9976
362 0.9653 0.9227 0.9963
363 0.9643 0.9219 0.9953
364 0.9637 0.9214 0.995
365 0.9616 0.9195 0.9942
366 0.959 0.9162 0.9927
367 0.9567 0.914 0.9909
368 0.9533 0.9104 0.9868
369 0.9501 0.9067 0.9838
370 0.9475 0.9037 0.9806
371 0.9454 0.9026 0.9778
372 0.9442 0.9 0.9764
373 0.9429 0.8992 0.9744
374 0.9418 0.8973 0.972
375 0.9414 0.8972 0.9706
376 0.9408 0.8961 0.9699
377 0.9407 0.8945 0.9699
378 0.9408 0.8951 0.9705
379 0.9411 0.8946 0.9708
380 0.9414 0.8958 0.9712
381 0.9419 0.8953 0.9715
382 0.9424 0.8963 0.9717
383 0.943 0.8965 0.9722
384 0.9436 0.8968 0.973
385 0.9442 0.8966 0.9736
386 0.9447 0.8982 0.9742
387 0.9449 0.899 0.9752
388 0.9447 0.8985 0.9759
389 0.9444 0.8984 0.976
390 0.9446 0.8997 0.976
391 0.9447 0.8996 0.9755
392 0.9448 0.8994 0.976
393 0.9444 0.8995 0.9759
394 0.9443 0.9005 0.9757
395 0.9446 0.9026 0.9754
396 0.9451 0.9019 0.9752
397 0.9455 0.9019 0.9761
398 0.9455 0.9019 0.9767
399 0.9453 0.9011 0.9773
400 0.9451 0.9009 0.9785
401 0.9453 0.8998 0.9792
402 0.9455 0.9005 0.98
403 0.946 0.9007 0.9804
404 0.946 0.9008 0.9806
405 0.9461 0.9005 0.98
406 0.9458 0.9001 0.9795
407 0.9459 0.901 0.9795
408 0.9464 0.9015 0.9798
409 0.9467 0.9026 0.9819
410 0.9468 0.9023 0.9817
411 0.947 0.9018 0.9829
412 0.9475 0.9025 0.9833
413 0.9473 0.9021 0.9838
414 0.947 0.901 0.9845
415 0.9472 0.9005 0.9846
416 0.9474 0.8999 0.9851
417 0.9475 0.9002 0.9858
418 0.9478 0.9007 0.9863
419 0.9483 0.901 0.9875
420 0.9485 0.9008 0.9879
421 0.9487 0.9011 0.9887
422 0.9483 0.9017 0.9884
423 0.9481 0.9015 0.9889
424 0.9478 0.9017 0.9898
425 0.948 0.9015 0.991
426 0.9482 0.9019 0.99
427 0.9485 0.9018 0.9898
428 0.9481 0.9017 0.9901
429 0.9486 0.9014 0.9914
430 0.9481 0.902 0.9906
431 0.9475 0.9009 0.9907
432 0.9476 0.9006 0.9908
433 0.9479 0.8998 0.9913
434 0.9475 0.8997 0.9907
435 0.9472 0.8992 0.9912
436 0.9473 0.8988 0.9917
437 0.9473 0.8988 0.9912
438 0.9476 0.8991 0.9913
439 0.9476 0.898 0.9908
440 0.9479 0.8988 0.9914
441 0.9481 0.8982 0.9912
442 0.9476 0.8982 0.9903
443 0.9475 0.8994 0.9899
444 0.9475 0.8986 0.9894
445 0.9474 0.8987 0.9898
446 0.9471 0.8976 0.9896
447 0.9469 0.8972 0.9892
448 0.9468 0.8968 0.9894
449 0.9465 0.8968 0.9891
450 0.9462 0.8963 0.9891
451 0.9461 0.8952 0.9889
452 0.9459 0.8953 0.9886
453 0.9457 0.894 0.9886
454 0.9458 0.8953 0.9897
455 0.9458 0.8954 0.9896
456 0.9456 0.8957 0.9891
457 0.9457 0.8952 0.989
458 0.9457 0.8966 0.989
459 0.9453 0.897 0.9882
460 0.9451 0.8968 0.9877
461 0.945 0.8966 0.9877
462 0.9449 0.8958 0.9871
463 0.9448 0.8955 0.9869
464 0.9443 0.8951 0.9862
465 0.9437 0.8943 0.9861
466 0.9431 0.8932 0.9857
467 0.9429 0.8928 0.9844
468 0.9425 0.8916 0.9846
469 0.9421 0.891 0.9835
470 0.9421 0.8896 0.9836
470 0.9421 0.8904 0.9832
471 0.9419 0.8898 0.9863
472 0.9415 0.8905 0.9883
473 0.9413 0.8904 0.9899
474 0.9411 0.8911 0.9913
475 0.9409 0.8914 0.9924
476 0.9408 0.8921 0.9937
477 0.9406 0.8918 0.9942
478 0.9403 0.8919 0.9942
479 0.9399 0.8921 0.9933
480 0.9399 0.8924 0.9928
481 0.9399 0.891 0.9927
482 0.9402 0.8901 0.9928
483 0.9407 0.8878 0.9912
484 0.9411 0.8862 0.9915
485 0.9373 0.8853 0.9826
486 0.936 0.8842 0.9796
487 0.9365 0.8842 0.9822
488 0.9363 0.8823 0.9829
489 0.9357 0.8814 0.9839
490 0.9355 0.8814 0.9841
491 0.9354 0.8804 0.9854
492 0.9351 0.8808 0.9869
493 0.9348 0.8809 0.9869
494 0.9346 0.8812 0.9865
495 0.9343 0.8812 0.9868
496 0.9339 0.8811 0.987
497 0.9336 0.8816 0.9873
498 0.9332 0.8823 0.9882
499 0.9328 0.8825 0.9891
500 0.9326 0.8816 0.9893
501 0.9321 0.8816 0.9887
502 0.9315 0.8819 0.9888
503 0.931 0.8806 0.9884
504 0.9307 0.8796 0.9885
505 0.9303 0.8791 0.9879
506 0.9298 0.8777 0.9867
507 0.9294 0.8764 0.9868
508 0.9292 0.8754 0.9874
509 0.9287 0.8742 0.988
510 0.9284 0.8736 0.9888
511 0.9279 0.8729 0.9899
512 0.9273 0.8723 0.9909
513 0.9268 0.8713 0.9915
514 0.9262 0.8696 0.9922
515 0.9257 0.8702 0.9933
516 0.9253 0.8692 0.9932
517 0.9249 0.8681 0.9929
518 0.9243 0.8679 0.9921
519 0.9238 0.8667 0.9909
520 0.9235 0.8673 0.9904
521 0.9228 0.8671 0.9892
522 0.9222 0.8671 0.9883
523 0.9217 0.8669 0.9883
524 0.9212 0.8674 0.9893
525 0.9208 0.8677 0.9895
526 0.9203 0.8667 0.9904
527 0.9198 0.8655 0.9918
528 0.9192 0.8656 0.9922
529 0.9186 0.8656 0.9928
530 0.9183 0.8651 0.993
531 0.9178 0.8643 0.9931
532 0.9171 0.8635 0.9922
533 0.9165 0.8625 0.9906
534 0.916 0.8619 0.9895
535 0.9155 0.8618 0.9888
536 0.915 0.8607 0.9881
537 0.9144 0.8593 0.9873
538 0.9137 0.8582 0.9868
539 0.913 0.8571 0.9867
540 0.9127 0.8568 0.9865
541 0.9119 0.8559 0.9869
542 0.9111 0.8551 0.9877
543 0.9105 0.8546 0.9881
544 0.9099 0.8537 0.9884
545 0.9093 0.8525 0.9881
546 0.9087 0.8515 0.9886
547 0.9081 0.8506 0.9887
548 0.9075 0.85 0.9885
549 0.907 0.8495 0.9886
550 0.9065 0.8493 0.9879
551 0.906 0.8491 0.9871
552 0.9056 0.8488 0.9864
553 0.9049 0.8487 0.9853
554 0.9042 0.8476 0.9847
555 0.9034 0.8469 0.9834
556 0.9026 0.8452 0.9824
557 0.9022 0.8444 0.9815
558 0.9015 0.8438 0.9816
559 0.9007 0.8428 0.9815
560 0.9 0.842 0.9818
561 0.8993 0.8413 0.9828
562 0.8988 0.8415 0.9836
563 0.8981 0.8401 0.984
564 0.8973 0.839 0.9851
565 0.8967 0.8389 0.9851
566 0.8961 0.8379 0.9845
567 0.8956 0.8379 0.9825
568 0.895 0.8372 0.9816
569 0.8943 0.8362 0.9794
570 0.8933 0.8352 0.976
571 0.8925 0.8344 0.9729
572 0.8916 0.8332 0.97
573 0.8905 0.8323 0.9669
574 0.89 0.832 0.9654
575 0.8893 0.831 0.9641
576 0.8883 0.8304 0.9637
577 0.8871 0.8293 0.9619
578 0.8864 0.8284 0.9631
579 0.8856 0.8274 0.9649
580 0.8841 0.826 0.9651
581 0.8831 0.8251 0.9641
582 0.8824 0.8239 0.9655
583 0.8821 0.8231 0.9678
584 0.8813 0.8226 0.9667
585 0.8806 0.822 0.9653
586 0.8802 0.8215 0.9643
587 0.8794 0.8207 0.9625
588 0.8786 0.8199 0.9605
589 0.8781 0.8191 0.9594
590 0.8777 0.8182 0.9585
591 0.8773 0.8175 0.9577
592 0.8761 0.8164 0.9556
593 0.8751 0.8154 0.9537
594 0.8741 0.8146 0.9529
595 0.8733 0.8139 0.9541
596 0.8727 0.813 0.9561
597 0.872 0.812 0.9575
598 0.8715 0.8112 0.9585
599 0.8707 0.81 0.9592
600 0.8699 0.809 0.9597
601 0.8693 0.8083 0.9603
602 0.8684 0.8078 0.9603
603 0.8679 0.8073 0.9596
604 0.8674 0.8064 0.9588
605 0.8669 0.8053 0.9581
606 0.8662 0.8041 0.9568
607 0.8654 0.8029 0.9546
608 0.8647 0.8019 0.9531
609 0.8637 0.8011 0.951
610 0.8629 0.8006 0.9495
611 0.8619 0.7999 0.9486
612 0.8609 0.7991 0.9476
613 0.8599 0.7981 0.9468
614 0.8589 0.797 0.9463
615 0.8585 0.7963 0.947
616 0.8576 0.7952 0.9468
617 0.8568 0.7939 0.9476
618 0.856 0.793 0.9489
619 0.8552 0.7924 0.9498
620 0.8542 0.7921 0.9508
621 0.8533 0.7914 0.952
622 0.8526 0.7906 0.9513
623 0.8516 0.7892 0.9509
624 0.8507 0.7877 0.9499
625 0.85 0.7866 0.9489
626 0.8493 0.7855 0.9473
627 0.8486 0.7846 0.9457
628 0.8478 0.784 0.9445
629 0.8472 0.7837 0.9432
630 0.8464 0.7831 0.9424
631 0.8456 0.7823 0.9413
632 0.8448 0.7813 0.9404
633 0.8441 0.7801 0.9393
634 0.8435 0.7793 0.9386
635 0.8428 0.7781 0.9376
636 0.8421 0.777 0.9368
637 0.8411 0.7764 0.9364
638 0.8402 0.7759 0.9362
639 0.8393 0.7753 0.9357
640 0.8384 0.7745 0.9353
641 0.8378 0.7737 0.9357
642 0.8369 0.7723 0.9361
643 0.8359 0.7709 0.936
644 0.835 0.7693 0.9366
645 0.8341 0.7682 0.9365
646 0.8332 0.7675 0.9364
647 0.8323 0.767 0.9353
648 0.8317 0.7668 0.9348
649 0.8309 0.7664 0.9341
650 0.83 0.7658 0.9329
651 0.83 0.7648 0.9336
652 0.829 0.7636 0.9302
653 0.827 0.7623 0.9237
654 0.825 0.7609 0.9172
655 0.8236 0.7599 0.9129
656 0.8215 0.7584 0.9064
657 0.8194 0.757 0.8999
658 0.8175 0.7561 0.8934
659 0.818 0.7559 0.8965
660 0.8196 0.7558 0.9063
661 0.82 0.7555 0.9122
662 0.8197 0.7548 0.9136
663 0.8188 0.7536 0.9141
664 0.8178 0.7523 0.914
665 0.8168 0.7511 0.9143
666 0.8159 0.7501 0.9137
667 0.8154 0.7497 0.9145
668 0.8146 0.7491 0.9144
669 0.8136 0.7487 0.9147
670 0.8128 0.748 0.9148
671 0.8117 0.7472 0.915
672 0.8106 0.7461 0.9146
673 0.8095 0.7449 0.9152
674 0.8088 0.7441 0.9144
675 0.8077 0.7428 0.9139
676 0.8067 0.7418 0.9131
677 0.8057 0.7409 0.9115
678 0.8048 0.7403 0.9091
679 0.8038 0.7399 0.9059
680 0.8029 0.7394 0.9029
681 0.8024 0.739 0.9012
682 0.8015 0.7382 0.8987
683 0.8006 0.7373 0.8959
684 0.7996 0.7362 0.8932
685 0.7987 0.7349 0.8908
686 0.7977 0.7337 0.8887
687 0.7968 0.7326 0.888
688 0.7963 0.7321 0.8877
689 0.795273 0 0
690 0.794346 0 0
691 0.793295 0 0
692 0.792104 0 0
693 0.791136 0 0
694 0.790091 0 0
695 0.789199 0 0
696 0.788025 0 0
697 0.787078 0 0
698 0.786105 0 0
699 0.785121 0 0
700 0.783959 0 0
830 0.709265 0 0
900 0.748669 0 0
999 0.857029 0 0
